id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
FB02-106,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,安全性,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,高リスクAIでは異常時に危険側へ進まず（　1　）側へ倒れる（　2　）設計が重要である。,フェイルセーフ／安全,ロールバック／抑制,安全／フェイルセーフ,誤／説明,C,空欄1は『安全』、空欄2は『フェイルセーフ』が入る。安全性では、この2語の対応を逆にしないことが重要である。,不適切。『フェイルセーフ／安全』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『ロールバック／抑制』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『誤／説明』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,安全性;安全;フェイルセーフ;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-107,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,安全性,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,未知の入力に高信頼度で回答する場合、（　1　）検知を行い、必要に応じて（　2　）へ回す。,保留／分布外,バージョン／透明性,分布外／保留,利用／過信,C,空欄1は『分布外』、空欄2は『保留』が入る。安全性では、この2語の対応を逆にしないことが重要である。,不適切。『保留／分布外』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『バージョン／透明性』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『利用／過信』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,安全性;分布外;保留;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-108,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,安全性,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,有害出力対策では、出力を（　1　）し、拒否・修正・人間への（　2　）を行う。,引き継ぎ／検知,データ契約／不具合,検知／引き継ぎ,整合／法的,C,空欄1は『検知』、空欄2は『引き継ぎ』が入る。安全性では、この2語の対応を逆にしないことが重要である。,不適切。『引き継ぎ／検知』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『データ契約／不具合』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『整合／法的』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,安全性;検知;引き継ぎ;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-109,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,安全性,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,外部コード実行を伴うAIでは、本番環境から隔離した（　1　）で試し、外部アクセスを（　2　）する。,制限／サンドボックス,SLA／代替,サンドボックス／制限,権限／把握,C,空欄1は『サンドボックス』、空欄2は『制限』が入る。安全性では、この2語の対応を逆にしないことが重要である。,不適切。『制限／サンドボックス』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『SLA／代替』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『権限／把握』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,安全性;サンドボックス;制限;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-110,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,安全性,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,AIサプライチェーンでは、外部モデルやライブラリの（　1　）・ライセンス・バージョンを管理し、変更の（　2　）を確認する。,影響／脆弱性,記録／再現,脆弱性／影響,連絡／停止,C,空欄1は『脆弱性』、空欄2は『影響』が入る。安全性では、この2語の対応を逆にしないことが重要である。,不適切。『影響／脆弱性』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『記録／再現』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『連絡／停止』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,安全性;脆弱性;影響;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-111,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,MLOps,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,本番モデルはデプロイ後に入力分布、予測分布、業務指標を（　1　）し、異常時に（　2　）する。,対応／監視,監査／追跡,監視／対応,行動／報酬,C,空欄1は『監視』、空欄2は『対応』が入る。MLOpsでは、この2語の対応を逆にしないことが重要である。,不適切。『対応／監視』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『監査／追跡』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『行動／報酬』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,MLOps;監視;対応;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-112,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,MLOps,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,モデル更新では、新旧モデルを段階的に比較する（　1　）やカナリアリリースで、影響範囲を（　2　）する。,限定／A/Bテスト,共有／一貫性,A/Bテスト／限定,規則／報酬,C,空欄1は『A/Bテスト』、空欄2は『限定』が入る。MLOpsでは、この2語の対応を逆にしないことが重要である。,不適切。『限定／A/Bテスト』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『共有／一貫性』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『規則／報酬』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,MLOps;A/Bテスト;限定;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-113,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,MLOps,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,モデル版・データ版・コード版を記録することで、過去の判断を（　1　）でき、監査時の（　2　）を高める。,追跡性／再現,評価結果／文書,再現／追跡性,Q値／行動,C,空欄1は『再現』、空欄2は『追跡性』が入る。MLOpsでは、この2語の対応を逆にしないことが重要である。,不適切。『追跡性／再現』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『評価結果／文書』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『Q値／行動』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,MLOps;再現;追跡性;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-114,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,MLOps,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,本番障害時に旧モデルへ戻す手順は（　1　）で、事前に用意しておくと被害を（　2　）できる。,抑制／ロールバック,来歴／仕組み,ロールバック／抑制,選択／バランス,C,空欄1は『ロールバック』、空欄2は『抑制』が入る。MLOpsでは、この2語の対応を逆にしないことが重要である。,不適切。『抑制／ロールバック』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『来歴／仕組み』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『選択／バランス』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,MLOps;ロールバック;抑制;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-115,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,MLOps,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,モデル登録簿ではモデルの用途、評価結果、（　1　）、利用部署を記録し、管理の（　2　）を高める。,透明性／バージョン,由来／履歴,バージョン／透明性,行動／検証,C,空欄1は『バージョン』、空欄2は『透明性』が入る。MLOpsでは、この2語の対応を逆にしないことが重要である。,不適切。『透明性／バージョン』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『由来／履歴』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『行動／検証』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,MLOps;バージョン;透明性;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-116,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,MLOps,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,入力データの列や型の期待仕様を定める（　1　）を使うと、仕様変更による（　2　）を検知しやすい。,不具合／データ契約,評価方法／責任者,データ契約／不具合,環境／性能低下,C,空欄1は『データ契約』、空欄2は『不具合』が入る。MLOpsでは、この2語の対応を逆にしないことが重要である。,不適切。『不具合／データ契約』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『評価方法／責任者』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『環境／性能低下』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,MLOps;データ契約;不具合;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-117,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,MLOps,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,AI APIの業務利用では、可用性や応答時間を定める（　1　）と、障害時の（　2　）手段が必要である。,代替／SLA,記録／見直し,SLA／代替,安全／停止,C,空欄1は『SLA』、空欄2は『代替』が入る。MLOpsでは、この2語の対応を逆にしないことが重要である。,不適切。『代替／SLA』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『記録／見直し』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『安全／停止』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,MLOps;SLA;代替;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-118,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,MLOps,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,実験管理では、パラメータや評価結果を（　1　）し、あとから比較・（　2　）できるようにする。,再現／記録,誤／説明,記録／再現,報酬／方策,C,空欄1は『記録』、空欄2は『再現』が入る。MLOpsでは、この2語の対応を逆にしないことが重要である。,不適切。『再現／記録』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『誤／説明』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『報酬／方策』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,MLOps;記録;再現;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-119,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,MLOps,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,モデルの出力だけでなく、入力・モデル版・参照データ・実行時刻を残すことで（　1　）ログになり、判断の（　2　）が可能になる。,追跡／監査,利用／過信,監査／追跡,活用／報酬,C,空欄1は『監査』、空欄2は『追跡』が入る。MLOpsでは、この2語の対応を逆にしないことが重要である。,不適切。『追跡／監査』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『利用／過信』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『活用／報酬』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,MLOps;監査;追跡;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-120,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,MLOps,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,特徴量ストアは学習時と推論時の特徴量定義を（　1　）し、計算の（　2　）を保つために使われる。,一貫性／共有,整合／法的,共有／一貫性,重み／パラメータ,C,空欄1は『共有』、空欄2は『一貫性』が入る。MLOpsでは、この2語の対応を逆にしないことが重要である。,不適切。『一貫性／共有』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『整合／法的』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『重み／パラメータ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,MLOps;共有;一貫性;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-121,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データ文書,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,データシートはデータセットの収集方法や制約を示し、モデルカードはモデルの用途や（　1　）、限界を示す（　2　）である。,文書／評価結果,権限／把握,評価結果／文書,類似／権利,C,空欄1は『評価結果』、空欄2は『文書』が入る。データ文書では、この2語の対応を逆にしないことが重要である。,不適切。『文書／評価結果』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『権限／把握』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『類似／権利』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,データ文書;評価結果;文書;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-122,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データ文書,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,データカタログはデータの所在や所有者、利用条件を管理し、データリネージは加工の（　1　）を追う（　2　）である。,仕組み／来歴,連絡／停止,来歴／仕組み,商用／禁止,C,空欄1は『来歴』、空欄2は『仕組み』が入る。データ文書では、この2語の対応を逆にしないことが重要である。,不適切。『仕組み／来歴』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『連絡／停止』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『商用／禁止』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,データ文書;来歴;仕組み;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-123,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データ文書,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,監査可能性を確保するには、モデルだけでなくデータの（　1　）と処理の（　2　）を記録する。,履歴／由来,行動／報酬,由来／履歴,機密／可否,C,空欄1は『由来』、空欄2は『履歴』が入る。データ文書では、この2語の対応を逆にしないことが重要である。,不適切。『履歴／由来』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『行動／報酬』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『機密／可否』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,データ文書;由来;履歴;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-124,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データ文書,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,AIの利用申請書には、目的、対象データ、想定利用者、（　1　）、リスク対策を記載し、（　2　）を明確にする。,責任者／評価方法,規則／報酬,評価方法／責任者,関与／類似,C,空欄1は『評価方法』、空欄2は『責任者』が入る。データ文書では、この2語の対応を逆にしないことが重要である。,不適切。『責任者／評価方法』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『規則／報酬』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『関与／類似』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,データ文書;評価方法;責任者;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-125,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データ文書,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,高リスクAIでは、運用開始後も変更履歴やインシデントを（　1　）し、定期的に（　2　）する。,見直し／記録,Q値／行動,記録／見直し,なりすまし／肖像,C,空欄1は『記録』、空欄2は『見直し』が入る。データ文書では、この2語の対応を逆にしないことが重要である。,不適切。『見直し／記録』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『Q値／行動』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『なりすまし／肖像』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,データ文書;記録;見直し;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-126,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データ文書,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,モデルの限界を利用者に伝えないと、想定外用途での（　1　）利用が起きやすく、事故時の（　2　）も難しくなる。,説明／誤,選択／バランス,誤／説明,robots.txt／適法性,C,空欄1は『誤』、空欄2は『説明』が入る。データ文書では、この2語の対応を逆にしないことが重要である。,不適切。『説明／誤』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『選択／バランス』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『robots.txt／適法性』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,データ文書;誤;説明;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-127,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データ文書,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,利用者向け説明では、AIができることだけでなく、できないことや（　1　）条件、問い合わせ先を示し、過度な（　2　）を防ぐ。,過信／利用,行動／検証,利用／過信,出所／転載,C,空欄1は『利用』、空欄2は『過信』が入る。データ文書では、この2語の対応を逆にしないことが重要である。,不適切。『過信／利用』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『行動／検証』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『出所／転載』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,データ文書;利用;過信;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-128,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データ文書,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,データ利用の承認では、取得目的と現在の利用目的の（　1　）を確認し、必要な同意や（　2　）根拠を確認する。,法的／整合,環境／性能低下,整合／法的,利用目的／根拠,C,空欄1は『整合』、空欄2は『法的』が入る。データ文書では、この2語の対応を逆にしないことが重要である。,不適切。『法的／整合』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『環境／性能低下』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『利用目的／根拠』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,データ文書;整合;法的;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-129,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データ文書,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,AIシステムの構成図には、データの流れ、外部API、保存場所、（　1　）境界を示し、漏えいリスクの（　2　）に使う。,把握／権限,安全／停止,権限／把握,責任／有無,C,空欄1は『権限』、空欄2は『把握』が入る。データ文書では、この2語の対応を逆にしないことが重要である。,不適切。『把握／権限』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『安全／停止』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『責任／有無』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,データ文書;権限;把握;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-130,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,データ文書,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,運用手順書には、通常時の監視だけでなく、異常検知時の（　1　）先と（　2　）基準を含める。,停止／連絡,報酬／方策,連絡／停止,出所／制約,C,空欄1は『連絡』、空欄2は『停止』が入る。データ文書では、この2語の対応を逆にしないことが重要である。,不適切。『停止／連絡』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『報酬／方策』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『出所／制約』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,データ文書;連絡;停止;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-131,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,強化学習,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,強化学習では状態を観測して（　1　）を選び、環境から（　2　）を受け取って方策を改善する。,報酬／行動,活用／報酬,行動／報酬,業務／測定,C,空欄1は『行動』、空欄2は『報酬』が入る。強化学習では、この2語の対応を逆にしないことが重要である。,不適切。『報酬／行動』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『活用／報酬』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『業務／測定』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,強化学習;行動;報酬;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-132,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,強化学習,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,方策は状態から行動を選ぶ（　1　）で、価値関数は将来得られる（　2　）の期待値を表す。,報酬／規則,重み／パラメータ,規則／報酬,理解／適合,C,空欄1は『規則』、空欄2は『報酬』が入る。強化学習では、この2語の対応を逆にしないことが重要である。,不適切。『報酬／規則』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『重み／パラメータ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『理解／適合』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,強化学習;規則;報酬;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-133,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,強化学習,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,Q学習では状態と行動の組に対する（　1　）を更新し、より高い価値の（　2　）を選びやすくする。,行動／Q値,類似／権利,Q値／行動,運用体制／準備,C,空欄1は『Q値』、空欄2は『行動』が入る。強化学習では、この2語の対応を逆にしないことが重要である。,不適切。『行動／Q値』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『類似／権利』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『運用体制／準備』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,強化学習;Q値;行動;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-134,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,強化学習,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,探索は未知の行動を試すことで、活用は既に高い価値が分かっている行動を（　1　）することであり、両者の（　2　）が重要である。,バランス／選択,商用／禁止,選択／バランス,説明／設計,C,空欄1は『選択』、空欄2は『バランス』が入る。強化学習では、この2語の対応を逆にしないことが重要である。,不適切。『バランス／選択』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『商用／禁止』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『説明／設計』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,強化学習;選択;バランス;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
