id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords
RB03-074,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,compare,転移学習とファインチューニング,2,1,0,2,画像分類でImageNet学習済みモデルを使う。出力層だけを付け替えて主にそこを学習する場合と、モデル全体の重みも更新する場合の対応として最も適切なものはどれか。,前者はGAN、後者はVAEである,前者は転移学習、後者はファインチューニングと呼ばれることが多い,前者は教師なし学習、後者は強化学習である,前者はAUC、後者はROCである,B,出力層のみを主に学習する利用は転移学習、全体を更新するのはファインチューニングとして区別されることが多い。,不適切。前者はGAN、後者はVAEである はこの設問の中心概念ではない。,正解。出力層のみを主に学習する利用は転移学習、全体を更新するのはファインチューニングとして区別されることが多い。,不適切。前者は教師なし学習、後者は強化学習である はこの設問の中心概念ではない。,不適切。前者はAUC、後者はROCである はこの設問の中心概念ではない。,両方とも学習済みモデル活用だが更新範囲が違う。,転移学習;ファインチューニング;ImageNet;学習済みモデル
RB03-075,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,ファインチューニング,2,1,0,1,汎用的に事前学習されたモデルを、医療画像という特定ドメインに合わせるため、既存の重みも含めて追加学習したい。最も適切な表現はどれか。,完全に未学習のまま推論すること,k-means法,ファインチューニング,αβ法,C,ファインチューニングは事前学習済みモデルの重みを特定タスクに合わせて微調整すること。,不適切。完全に未学習のまま推論すること はこの設問の中心概念ではない。,不適切。k-means法 はこの設問の中心概念ではない。,正解。ファインチューニングは事前学習済みモデルの重みを特定タスクに合わせて微調整すること。,不適切。αβ法 はこの設問の中心概念ではない。,転移学習と近いが、重み更新範囲に注目する。,ファインチューニング;事前学習済みモデル;転移学習;ドメイン適応
RB03-076,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,Few-shot学習,1,0,1,1,少数の例だけから新しいタスクに対応する学習設定として最も適切なものはどれか。,Batch Normalization,勾配クリッピング,AIC,Few-shot学習,D,Few-shot学習は少数のサンプルからタスクに適応する学習設定である。,不適切。Batch Normalization はこの設問の中心概念ではない。,不適切。勾配クリッピング はこの設問の中心概念ではない。,不適切。AIC はこの設問の中心概念ではない。,正解。Few-shot学習は少数のサンプルからタスクに適応する学習設定である。,バッチや勾配の技術用語と混同しない。,Few-shot学習;One-shot学習;Zero-shot学習;少量データ
RB03-077,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,One-shot学習,1,0,1,1,1つ程度の例から新しいクラスやタスクに対応する学習設定として最も適切なものはどれか。,One-shot学習,ドロップアウト,L2正則化,ROC曲線,A,One-shot学習は非常に少ない例、典型的には1例から識別や適応を目指す設定である。,正解。One-shot学習は非常に少ない例、典型的には1例から識別や適応を目指す設定である。,不適切。ドロップアウト はこの設問の中心概念ではない。,不適切。L2正則化 はこの設問の中心概念ではない。,不適切。ROC曲線 はこの設問の中心概念ではない。,Few-shotよりさらに少ない例として区別する。,One-shot学習;Few-shot学習;少量データ;メタ学習
RB03-078,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,Zero-shot学習,1,0,1,1,学習時にそのタスクの具体例を与えず、説明や知識をもとに新しいタスクへ対応する設定として最も適切なものはどれか。,ミニバッチ学習,Zero-shot学習,早期終了,平均二乗誤差,B,Zero-shot学習は例を与えずに新しいタスクへ対応する学習・推論設定である。,不適切。ミニバッチ学習 はこの設問の中心概念ではない。,正解。Zero-shot学習は例を与えずに新しいタスクへ対応する学習・推論設定である。,不適切。早期終了 はこの設問の中心概念ではない。,不適切。平均二乗誤差 はこの設問の中心概念ではない。,ChatGPTのプロンプト例示数とも関連して問われやすい。,Zero-shot学習;Few-shot学習;プロンプト;基盤モデル
RB03-079,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,メタ学習,1,0,1,1,「学習の仕方を学習する」考え方に最も近いものはどれか。,標準化,混同行列,メタ学習,幅優先探索,C,メタ学習は新しいタスクに少数データで素早く適応するため、学習方法自体を学ぶ考え方である。,不適切。標準化 はこの設問の中心概念ではない。,不適切。混同行列 はこの設問の中心概念ではない。,正解。メタ学習は新しいタスクに少数データで素早く適応するため、学習方法自体を学ぶ考え方である。,不適切。幅優先探索 はこの設問の中心概念ではない。,MAMLと結びつけて押さえる。,メタ学習;MAML;Few-shot学習;学習方法
RB03-080,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,MAML,1,0,1,1,少量データでのタスク適応に関連し、モデルの初期値や更新しやすさを学ぶメタ学習手法として最も適切なものはどれか。,MYCIN,DENDRAL,SHRDLU,MAML,D,MAMLはModel-Agnostic Meta-Learningの略で、少量データへの適応を目指すメタ学習手法である。,不適切。MYCIN はこの設問の中心概念ではない。,不適切。DENDRAL はこの設問の中心概念ではない。,不適切。SHRDLU はこの設問の中心概念ではない。,正解。MAMLはModel-Agnostic Meta-Learningの略で、少量データへの適応を目指すメタ学習手法である。,古典AIシステム名と近い選択肢に注意。,MAML;メタ学習;Few-shot学習;少量データ
RB03-081,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,半教師あり学習,1,0,0,1,少量のラベル付きデータと大量のラベルなしデータを組み合わせて学習する方法として最も適切なものはどれか。,半教師あり学習,教師あり学習だけ,強化学習だけ,ルールベース推論だけ,A,半教師あり学習はラベル付きデータとラベルなしデータの両方を活用する。,正解。半教師あり学習はラベル付きデータとラベルなしデータの両方を活用する。,不適切。教師あり学習だけ はこの設問の中心概念ではない。,不適切。強化学習だけ はこの設問の中心概念ではない。,不適切。ルールベース推論だけ はこの設問の中心概念ではない。,教師なし学習との違いは少量でもラベル付きデータがある点。,半教師あり学習;ラベルなしデータ;疑似ラベル;一致性正則化
RB03-082,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,疑似ラベル,2,1,0,1,ラベル付きデータで学習したモデルを使い、ラベルなしデータに仮の正解を付け、それも学習に利用したい。この仮の正解として最も適切なものはどれか。,ハードターゲットだけ,疑似ラベル,営業秘密,AUC,B,疑似ラベルはモデル予測などをもとにラベルなしデータへ付与する仮のラベルである。,不適切。ハードターゲットだけ はこの設問の中心概念ではない。,正解。疑似ラベルはモデル予測などをもとにラベルなしデータへ付与する仮のラベルである。,不適切。営業秘密 はこの設問の中心概念ではない。,不適切。AUC はこの設問の中心概念ではない。,半教師あり学習の文脈で問われる。,疑似ラベル;半教師あり学習;ラベルなしデータ;自己学習
RB03-083,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,一致性正則化,2,1,1,2,画像に弱い変換と強い変換を加えても、同じ元画像ならモデル出力は大きく変わらないはずだという制約を使いたい。この考え方に最も近いものはどれか。,勾配爆発,ロジスティック回帰,一致性正則化,Mini-Max法,C,一致性正則化は、入力に摂動やデータ拡張を加えても出力が一貫するように学習する考え方である。,不適切。勾配爆発 はこの設問の中心概念ではない。,不適切。ロジスティック回帰 はこの設問の中心概念ではない。,正解。一致性正則化は、入力に摂動やデータ拡張を加えても出力が一貫するように学習する考え方である。,不適切。Mini-Max法 はこの設問の中心概念ではない。,正則化という語だが、L1/L2だけではない。,一致性正則化;半教師あり学習;FixMatch;データ拡張
RB03-084,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,FixMatch,1,0,1,2,疑似ラベルと一致性正則化を組み合わせ、高い性能を示した半教師あり学習手法として最も適切なものはどれか。,AdaBoost,Cyc,ELIZA,FixMatch,D,FixMatchは疑似ラベルと一致性正則化を組み合わせた半教師あり学習手法として知られる。,不適切。AdaBoost はこの設問の中心概念ではない。,不適切。Cyc はこの設問の中心概念ではない。,不適切。ELIZA はこの設問の中心概念ではない。,正解。FixMatchは疑似ラベルと一致性正則化を組み合わせた半教師あり学習手法として知られる。,古典AIやアンサンブル名との混同に注意。,FixMatch;半教師あり学習;疑似ラベル;一致性正則化
RB03-085,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,自己教師あり学習,1,0,1,1,人間が付けた正解ラベルを使わず、データ自体から作った補助課題を学習する方法として最も適切なものはどれか。,自己教師あり学習,教師強制,正解率,請負契約,A,自己教師あり学習はラベルなしデータからプレテキストタスクを構成し、特徴表現を学習する。,正解。自己教師あり学習はラベルなしデータからプレテキストタスクを構成し、特徴表現を学習する。,不適切。教師強制 はこの設問の中心概念ではない。,不適切。正解率 はこの設問の中心概念ではない。,不適切。請負契約 はこの設問の中心概念ではない。,教師なし学習に近いが、疑似的な教師信号を作る点が重要。,自己教師あり学習;プレテキストタスク;表現学習;ラベルなしデータ
RB03-086,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,プレテキストタスク,1,0,1,1,自己教師あり学習で、人間が用意した本来タスクではなく、表現学習のために設定する補助課題として最も適切なものはどれか。,目的変数のリーケージ,プレテキストタスク,第三者提供規制,ROC曲線,B,プレテキストタスクは自己教師あり学習で特徴表現を獲得するための補助的な学習課題である。,不適切。目的変数のリーケージ はこの設問の中心概念ではない。,正解。プレテキストタスクは自己教師あり学習で特徴表現を獲得するための補助的な学習課題である。,不適切。第三者提供規制 はこの設問の中心概念ではない。,不適切。ROC曲線 はこの設問の中心概念ではない。,下流タスクと区別する。,プレテキストタスク;自己教師あり学習;表現学習;下流タスク
RB03-087,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,継続学習,1,0,1,1,新しいクラスや環境が増えるたびに追加で学習し続ける設定として最も適切なものはどれか。,ホールドアウト法,バッチ正規化,継続学習,AIC,C,継続学習は新しいデータやタスクを順次学習し続ける設定である。,不適切。ホールドアウト法 はこの設問の中心概念ではない。,不適切。バッチ正規化 はこの設問の中心概念ではない。,正解。継続学習は新しいデータやタスクを順次学習し続ける設定である。,不適切。AIC はこの設問の中心概念ではない。,再学習一般と近いが、破壊的忘却が重要論点。,継続学習;破壊的忘却;追加学習;ドメイン変化
RB03-088,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,破壊的忘却,2,1,1,1,AIモデルに新しい製品カテゴリを追加学習させたところ、新カテゴリは認識できるようになったが、以前は認識できていたカテゴリの精度が大きく落ちた。この問題として最も適切なものはどれか。,データリーケージ,AI効果,マルコフ性,破壊的忘却,D,破壊的忘却は新しい知識を学ぶことで過去に学習した内容を忘れてしまう現象で、継続学習の課題である。,不適切。データリーケージ はこの設問の中心概念ではない。,不適切。AI効果 はこの設問の中心概念ではない。,不適切。マルコフ性 はこの設問の中心概念ではない。,正解。破壊的忘却は新しい知識を学ぶことで過去に学習した内容を忘れてしまう現象で、継続学習の課題である。,過学習やリーケージではなく、追加学習で旧知識が失われる点が核。,破壊的忘却;継続学習;追加学習;旧クラス
RB03-089,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,ドメイン適応,2,1,1,2,晴天の道路画像で学習したモデルを雪道画像に適用したところ性能が低下した。ソースデータとターゲットデータの分布差を小さくし、別ドメインへ適応させる手法として最も近いものはどれか。,ドメイン適応,データリーケージ,Mini-Max法,ローブナーコンテスト,A,ドメイン適応は学習元と適用先の分布差を考慮し、ターゲットドメインで性能を出すための手法である。,正解。ドメイン適応は学習元と適用先の分布差を考慮し、ターゲットドメインで性能を出すための手法である。,不適切。データリーケージ はこの設問の中心概念ではない。,不適切。Mini-Max法 はこの設問の中心概念ではない。,不適切。ローブナーコンテスト はこの設問の中心概念ではない。,転移学習の周辺論点として出やすい。,ドメイン適応;ドメインシフト;転移学習;分布差
RB03-090,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,蒸留,1,0,0,1,高性能で大きな教師モデルの出力を使い、小さな生徒モデルを学習させるモデル軽量化手法として最も適切なものはどれか。,枝刈り,蒸留,量子化,標準化,B,蒸留は教師ネットワークの知識を生徒ネットワークへ伝えることで軽量モデルを学習する方法である。,不適切。枝刈り はこの設問の中心概念ではない。,正解。蒸留は教師ネットワークの知識を生徒ネットワークへ伝えることで軽量モデルを学習する方法である。,不適切。量子化 はこの設問の中心概念ではない。,不適切。標準化 はこの設問の中心概念ではない。,枝刈り・量子化との違いを押さえる。,蒸留;教師ネットワーク;生徒ネットワーク;モデル軽量化
RB03-091,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,compare,hard targetとsoft target,2,1,0,2,蒸留におけるsoft targetの説明として最も適切なものはどれか。,通常のone-hot正解ラベルだけ,枝刈りで削除された重みの一覧,教師モデルが出す各クラスの確率分布のような出力,個人情報の匿名加工結果,C,soft targetは教師モデルの出力確率で、クラス間の相対的な知識も含む。,不適切。通常のone-hot正解ラベルだけ はこの設問の中心概念ではない。,不適切。枝刈りで削除された重みの一覧 はこの設問の中心概念ではない。,正解。soft targetは教師モデルの出力確率で、クラス間の相対的な知識も含む。,不適切。個人情報の匿名加工結果 はこの設問の中心概念ではない。,hard targetはone-hotの正解ラベル。,soft target;hard target;蒸留;教師モデル
RB03-092,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,枝刈り,1,0,0,1,ニューラルネットワークの不要な接続や重みを削除してモデルを軽量化する手法として最も適切なものはどれか。,蒸留だけ,量子化だけ,Bag-of-Words,枝刈り,D,枝刈りは重要度の低い重みや接続を削除し、モデルサイズや計算量を削減する方法である。,不適切。蒸留だけ はこの設問の中心概念ではない。,不適切。量子化だけ はこの設問の中心概念ではない。,不適切。Bag-of-Words はこの設問の中心概念ではない。,正解。枝刈りは重要度の低い重みや接続を削除し、モデルサイズや計算量を削減する方法である。,蒸留は教師から生徒へ、量子化はビット数削減。,枝刈り;Pruning;モデル軽量化;重み削除
RB03-093,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,量子化,1,0,0,1,32ビット浮動小数点の重みを8ビット整数など少ないビット数で表現し、モデルを軽量化する手法はどれか。,量子化,枝刈り,蒸留,ドロップアウト,A,量子化はパラメータ表現のビット数を減らし、メモリ使用量や推論コストを削減する方法である。,正解。量子化はパラメータ表現のビット数を減らし、メモリ使用量や推論コストを削減する方法である。,不適切。枝刈り はこの設問の中心概念ではない。,不適切。蒸留 はこの設問の中心概念ではない。,不適切。ドロップアウト はこの設問の中心概念ではない。,接続削除ではなく数値表現の圧縮。,量子化;8ビット;モデル圧縮;推論高速化
RB03-094,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,モデル軽量化,2,1,0,2,スマートフォン上で画像分類モデルを動かしたいが、メモリと計算資源が限られている。精度を大きく落とさず推論を軽くするために検討される手法の組み合わせとして最も自然なものはどれか。,データリーケージ・過学習・テストデータ混入,蒸留・枝刈り・量子化,著作者人格権・専用実施権・NDA,幅優先探索・深さ優先探索・Mini-Max法,B,モバイルやエッジでの推論では、蒸留・枝刈り・量子化などのモデル軽量化が重要である。,不適切。データリーケージ・過学習・テストデータ混入 はこの設問の中心概念ではない。,正解。モバイルやエッジでの推論では、蒸留・枝刈り・量子化などのモデル軽量化が重要である。,不適切。著作者人格権・専用実施権・NDA はこの設問の中心概念ではない。,不適切。幅優先探索・深さ優先探索・Mini-Max法 はこの設問の中心概念ではない。,軽量化手法と法律・探索手法を混ぜたひっかけ。,モデル軽量化;蒸留;枝刈り;量子化;エッジAI
RB03-095,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,宝くじ仮説,1,0,1,2,大きなネットワークの中には、良い初期値を持つ小さなサブネットワークが存在するという考え方として最も適切なものはどれか。,ノーフリーランチ定理,AI効果,宝くじ仮説,中国語の部屋,C,宝くじ仮説は大規模ネットワーク内に高性能なサブネットワークが含まれるという考え方で、枝刈りと関連する。,不適切。ノーフリーランチ定理 はこの設問の中心概念ではない。,不適切。AI効果 はこの設問の中心概念ではない。,正解。宝くじ仮説は大規模ネットワーク内に高性能なサブネットワークが含まれるという考え方で、枝刈りと関連する。,不適切。中国語の部屋 はこの設問の中心概念ではない。,名前が似た定理・思考実験と混同しない。,宝くじ仮説;枝刈り;サブネットワーク;初期値
RB03-096,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,reading,総合読解：過学習対策,2,2,0,2,あるチームは画像分類モデルを訓練した。訓練精度は99%だが検証精度は70%で止まっている。データ数は少なく、モデルは大きい。まず検討すべき対策の組み合わせとして最も適切なものはどれか。,テストデータを訓練に混ぜて精度を上げる,学習率を無限に大きくする,評価指標を削除して訓練精度だけを見る,データ拡張、ドロップアウト、正則化、早期終了を検討する,D,訓練精度と検証精度の差が大きいので過学習が疑われ、データ拡張や正則化、ドロップアウト、早期終了が対策候補になる。,不適切。テストデータを訓練に混ぜて精度を上げる はこの設問の中心概念ではない。,不適切。学習率を無限に大きくする はこの設問の中心概念ではない。,不適切。評価指標を削除して訓練精度だけを見る はこの設問の中心概念ではない。,正解。訓練精度と検証精度の差が大きいので過学習が疑われ、データ拡張や正則化、ドロップアウト、早期終了が対策候補になる。,「検証精度が低いからテストデータを学習に使う」はリーケージ。,過学習;データ拡張;ドロップアウト;正則化;早期終了
RB03-097,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,reading,総合読解：最適化,2,2,0,2,学習開始直後から損失が大きく振動し、時々発散する。バッチサイズやデータ品質に大きな問題は見つかっていない。まず確認すべき設定として最も適切なものはどれか。,学習率が大きすぎないか確認する,著作権法30条の4の適用可否を確認する,評価指標をF値からAUCに変えれば必ず解決する,訓練データをすべて削除する,A,損失の振動や発散は学習率が大きすぎる場合に起きやすい。,正解。損失の振動や発散は学習率が大きすぎる場合に起きやすい。,不適切。著作権法30条の4の適用可否を確認する はこの設問の中心概念ではない。,不適切。評価指標をF値からAUCに変えれば必ず解決する はこの設問の中心概念ではない。,不適切。訓練データをすべて削除する はこの設問の中心概念ではない。,評価指標変更では学習の不安定さは直接解決しない。,学習率;発散;最適化;勾配降下法
RB03-098,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,reading,総合読解：活性化関数,2,2,0,2,深いネットワークでシグモイド関数を多く使ったところ、入力層近くの重みがほとんど更新されない。活性化関数の微分が層を戻るたびに小さくなることが原因と考えられる。この問題はどれか。,データリーケージ,勾配消失問題,コールドスタート問題,営業秘密の非公知性欠如,B,シグモイド関数の微分が小さいため、誤差逆伝播で勾配が小さくなる勾配消失問題が起きやすい。,不適切。データリーケージ はこの設問の中心概念ではない。,正解。シグモイド関数の微分が小さいため、誤差逆伝播で勾配が小さくなる勾配消失問題が起きやすい。,不適切。コールドスタート問題 はこの設問の中心概念ではない。,不適切。営業秘密の非公知性欠如 はこの設問の中心概念ではない。,「精度が悪い」だけで過学習に飛ばず、原因文を読む。,勾配消失問題;シグモイド;誤差逆伝播法;ReLU
RB03-099,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,reading,総合読解：正規化と正則化,2,2,0,2,ある説明で「L2正則化は入力特徴量を平均0分散1にする処理である」と書かれていた。この説明の問題点として最も適切なものはどれか。,L2正則化は著作権の人格権である,平均0分散1はドロップアウトの説明である,L2正則化は重みの大きさにペナルティを課すもので、平均0分散1は標準化の説明である,標準化はAI倫理の透明性を意味する,C,L2正則化はモデルパラメータへのペナルティであり、特徴量の平均0分散1への変換は標準化である。,不適切。L2正則化は著作権の人格権である はこの設問の中心概念ではない。,不適切。平均0分散1はドロップアウトの説明である はこの設問の中心概念ではない。,正解。L2正則化はモデルパラメータへのペナルティであり、特徴量の平均0分散1への変換は標準化である。,不適切。標準化はAI倫理の透明性を意味する はこの設問の中心概念ではない。,正規化・標準化・正則化の日本語ひっかけ。,L2正則化;標準化;正規化;正則化
RB03-100,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,reading,総合読解：ハイパーパラメータ探索,2,2,0,2,あるモデルで学習率、バッチサイズ、ドロップアウト率の候補を多数試したい。全組み合わせを試すと時間がかかりすぎるため、現実的な時間で候補を探索したい。最も適切な方法はどれか。,テストデータのラベルを学習に使う,損失関数を定義しない,混同行列をモデル構造として使う,ランダムサーチやベイズ最適化を検討する,D,候補が多い場合、ランダムサーチやベイズ最適化はグリッドサーチより効率的な探索候補になる。,不適切。テストデータのラベルを学習に使う はこの設問の中心概念ではない。,不適切。損失関数を定義しない はこの設問の中心概念ではない。,不適切。混同行列をモデル構造として使う はこの設問の中心概念ではない。,正解。候補が多い場合、ランダムサーチやベイズ最適化はグリッドサーチより効率的な探索候補になる。,探索効率の話であり、評価漏れではない。,ランダムサーチ;ベイズ最適化;ハイパーパラメータ;グリッドサーチ
